"
""ВКонтакте"" - социальная сеть
",http://vk.com/,"Поиск людей по их увлечениям, месту учебы и работы, персональным данным и т.д. Возможность создавать и вступать в группы по интересам, прослушивать музыку и смотреть фильмы онлайн.",370000
"
""YouTube"" - видеохостинг
",http://www.youtube.com/,"Возможность просмотра и загрузки видеороликов. Поиск видео по категориям, каналам и сообществам.",300000
"
Яндекс - поисковая система и интернет-портал
",http://www.yandex.ru/,"Поиск по интернету с учётом региона пользователя. Возможность искать по картинкам, видео, картам, новостям, блогам, товарам и словарям. Бесплатная почта, фотохостинг и другие сервисы.",270000
"
""Facebook"" - международная социальная сеть
",https://www.facebook.com/,"Поиск людей, одноклассников, однокурсников, коллег и пр. Возможность загружать свои фотографии и видео; создавать заметки; размещать ссылки; общаться в группах по интересам и чате.",210000
"
""Google"" - поисковая система
",http://www.google.com/,Система поиска информации в сети интернет (включая русскоязычный интернет). Возможность поиска картинок и новостей; автоматический перевод англоязычных страниц.,170000
"
""Twitter"" - онлайн-сервис для ведения микроблогов
",https://twitter.com/,Платформа для обмена короткими сообщениями. Возможность подписки на чужие блоги и чтения их в единой ленте.,160000
"
""Рамблер Топ100"" - счетчик
",http://top100.rambler.ru/,Рейтинг ресурсов по посещаемости.,160000
"
""Adobe"" - производитель программного обеспечения
",http://www.adobe.com/,"Обзор программных продуктов компании: Acrobat, Photoshop, Illustrator, Flash, Flex и др. Описания и инструкция для пользователей. Интернет-магазин. (на англ. яз.)",80000
"
""Рейтинг@Mail.Ru"" - рейтинг интернет-ресурсов
",http://top.mail.ru/,Тематический рейтинг ресурсов по категориям. Система статистики для сайтов.,69000
"
""Mail.ru"" - российский коммуникационный портал
",http://mail.ru/,"Бесплатный почтовый сервис с неограниченным размером ящика, защитой от спама и вирусов. Социальная сеть, фото- и видеохостинги, поисковая система и др. коммуникационные и развлекательные сервисы.",69000
"
""ВКонтакте"" - социальная сеть
",http://vk.com/,"Поиск людей по их увлечениям, месту учебы и работы, персональным данным и т.д. Возможность создавать и вступать в группы по интересам, прослушивать музыку и смотреть фильмы онлайн.",370000
"
""YouTube"" - видеохостинг
",http://www.youtube.com/,"Возможность просмотра и загрузки видеороликов. Поиск видео по категориям, каналам и сообществам.",300000
"
Яндекс - поисковая система и интернет-портал
",http://www.yandex.ru/,"Поиск по интернету с учётом региона пользователя. Возможность искать по картинкам, видео, картам, новостям, блогам, товарам и словарям. Бесплатная почта, фотохостинг и другие сервисы.",270000
"
""Facebook"" - международная социальная сеть
",https://www.facebook.com/,"Поиск людей, одноклассников, однокурсников, коллег и пр. Возможность загружать свои фотографии и видео; создавать заметки; размещать ссылки; общаться в группах по интересам и чате.",210000
"
""Google"" - поисковая система
",http://www.google.com/,Система поиска информации в сети интернет (включая русскоязычный интернет). Возможность поиска картинок и новостей; автоматический перевод англоязычных страниц.,170000
"
""Twitter"" - онлайн-сервис для ведения микроблогов
",https://twitter.com/,Платформа для обмена короткими сообщениями. Возможность подписки на чужие блоги и чтения их в единой ленте.,160000
"
""Рамблер Топ100"" - счетчик
",http://top100.rambler.ru/,Рейтинг ресурсов по посещаемости.,160000
"
""Adobe"" - производитель программного обеспечения
",http://www.adobe.com/,"Обзор программных продуктов компании: Acrobat, Photoshop, Illustrator, Flash, Flex и др. Описания и инструкция для пользователей. Интернет-магазин. (на англ. яз.)",80000
"
""Рейтинг@Mail.Ru"" - рейтинг интернет-ресурсов
",http://top.mail.ru/,Тематический рейтинг ресурсов по категориям. Система статистики для сайтов.,69000
"
""Mail.ru"" - российский коммуникационный портал
",http://mail.ru/,"Бесплатный почтовый сервис с неограниченным размером ящика, защитой от спама и вирусов. Социальная сеть, фото- и видеохостинги, поисковая система и др. коммуникационные и развлекательные сервисы.",69000
"
""Одноклассники.ru"" - социальная сеть
",http://www.odnoklassniki.ru/,"Развлекательная социальная сеть для общения с друзьями, просмотра фильмов и сериалов, прослушивания музыки и многого другого.",60000
"
""Hotlog"" - сервис интернет-статистики
",http://hotlog.ru/,"Сервис сбора и обработки статистики посещений интернет-сайтов. Бесплатные и коммерческие инструменты для веб-аналитики, позволяющие оценить эффективность маркетинговых мероприятий.",58000
"
""Google+"" - социальная сеть
",https://plus.google.com/,"Пользователи могут создавать круги общения, размещать записи и фотографии и делиться ими с друзьями, родственниками, коллегами и т.д., общаться в групповом чате и проводить видеовстречи, играть.",56000
"
""uCoz"" - бесплатный хостинг и конструктор сайтов
",http://www.ucoz.ru/,"Система управления сайтом с набором сервисов (гостевые книги, форумы, каталоги, голосования и т.д.). Возможность настройки шаблонов, FTP-доступ и др.",52000
"
API продуктов Яндекса
",http://api.yandex.ru/,"Инструментарий для вебмастеров и блоггеров: API Фоток, Спеллера, поиска по сайту и др. сервисов, а также виджетная платформа и хостинг JavaScript-библиотек.",51000
"
""Живой Журнал"" - сервис онлайн-дневников
",http://www.livejournal.com/,"Возможность создавать и вести личные дневники с настройками доступа, размещать фотографии, участвовать в сообществах, искать друзей по интересам, одноклассников и т.д.",46000
"
""Vimeo"" - видеохостинг
",http://vimeo.com/,"Возможность размещать видеоролики, в т.ч. в высоком разрешении, бесплатно или на платной основе, делиться ими с друзьями по интересам, участвовать в фестивалях и др. проектах Vimeo (на англ. яз.).",39000
"
""LiveInternet"" - размещение личных дневников
",http://www.liveinternet.ru/,,32000
"
""Документы Google"" - офисные приложения онлайн
",https://docs.google.com/,"Возможность загружать, редактировать и создавать новые текстовые документы, электронные таблицы и презентации, организовывать совместный с другими пользователями доступ к ним.",28000
"
""Blogger""- публикация блогов и хостинг web-страниц
",http://www.blogger.com/,"Размещение личных дневников. Услуга ""мобильный блог"". Шаблоны для оформления блогов и сайтов.",28000
"
""Nethouse"" - конструктор сайтов
",http://nethouse.ru/,"Сервис по созданию сайтов на основе профессиональных шаблонов, возможность подключения функциональных модулей, регистрация доменов и пр. Инструкции, видеотур. Примеры дизайна созданных сайтов.",27000
"
World Wide Web Consortium
",http://www.w3.org/,"Лента новостей из мира интернет Информация о интернет технологиях, протоколах, стандартах, технических спецификациях. Все материалы на английском языке.",26000
"
""Рамблер"" - медийный портал
",http://www.rambler.ru/,Новости России и мира. Электронная почта. Поиск информации в интернете. Развлекательные и коммуникационные сервисы. Программы и приложения.,24000
"
Bigmir)net - рейтинг и каталог украинских ресурсов
",http://www.bigmir.net/,Рейтинги украинских ресурсов Интернет по рубрикам. Возможность добавить свой ресурс.,24000
"
""ICQ"" - официальный сайт интернет-мессенджера
",http://www.icq.com/,"Возможность скачать версии ICQ для ПК и мобильных устройств, а также общаться с друзьями с помощью Web-ICQ. Поиск людей, сервис знакомств, игры, чаты.",23000
"
""Instagram"" - социальная сеть
",http://instagram.com/,"Обмен фотографиями и видеозаписями, возможность делать квадратные снимки и применять к ним фильтры, а также распространять их в ряд других социальных сетей.",20000
